Timestamp,Traffic_Volume,Traffic_Speed,Traffic_Density,Time_of_Day,Day_of_Week,Weather_Conditions,Road_Segment_ID,Road_Length,Number_of_Lanes,Intersection_Info,Traffic_Signals,Proximity_to_POI,Adjacency_Matrix,Node_Features,Edge_Weights,Previous_Time_Steps,Incidents_or_Events,Population_Density,Public_Transport_Data,Real_Time_GPS_Data,Travel_Time,Congestion_Level,Delay_Reduction,Optimal_Routing_Decisions,Emission_Levels,Traffic_Incidents,Peak_Hour_Prediction,Signal_Phase_Duration,Queue_Length_Reduction
2024-01-01 00:00:00,3631,43.403504785830094,50,0,0,Fog,492,4.559398437420845,2,0,3,4.078762853583165,0,0.4504647665642433,1.1776868068051671,241,,1572,2.337346317967812,0.0622173137246195,9.302661615311386,Low,24.125095456009756,RouteA,0.4402237029332182,Major,Evening Peak,71,40.88886320864128
2024-01-01 01:00:00,1300,38.61327163977519,30,1,0,Rain,325,9.78871033268936,1,0,1,0.2412961091560034,1,0.312846576759617,0.8483409818210245,197,,1236,9.100866134541006,0.0216715649396038,16.209988302780296,Medium,26.30027290810468,RouteC,1.965446294391078,No Incident,Afternoon Peak,61,27.939745569041875
2024-01-01 02:00:00,2691,45.209953005557935,20,2,0,Clear,448,4.892766442762646,4,1,1,1.3607591276216713,1,0.665754077417421,0.6831043437045076,255,Special Event,232,1.120133994284641,0.5190483614667153,7.493249247138625,High,19.80289970120574,RouteC,1.694764727363684,No Incident,Afternoon Peak,132,12.633406037058414
2024-01-01 03:00:00,3123,48.17138082090993,50,3,0,Clear,275,6.009938976833186,4,1,2,2.179057860051227,0,0.9879833609391028,1.1305124099791029,111,Minor Accident,2231,2.8770021405429667,0.4944648517698098,8.485541143390385,Low,7.433069688939696,RouteC,1.2330517467891078,No Incident,Morning Peak,96,12.761662006027652
2024-01-01 04:00:00,2139,67.72365842755936,20,4,0,Fog,232,7.531266753841793,5,0,9,0.3330936568196257,0,0.734199955889963,0.8980619888231969,188,,1470,0.2926471394520435,0.2737583119377154,7.672252259697253,Low,0.2951262706788504,RouteB,1.60749548690354,No Incident,Morning Peak,88,42.53939837163113
2024-01-01 05:00:00,130,54.35391825622116,30,5,0,Rain,292,2.9669644898713288,1,0,0,4.649479938063862,1,0.4885729956357761,1.5888502797610888,287,,107,0.0263577409995663,0.9371622800697644,5.27510140946454,High,6.797526950199696,RouteB,1.3358802640232983,No Incident,Afternoon Peak,147,26.676770737289417
2024-01-01 06:00:00,2585,55.78210600816866,20,6,0,Clear,464,3.888844609134494,2,1,2,4.450801438392766,0,0.1664107465377672,0.8671029209955016,121,Major Accident,2928,9.4571679105836,0.8787154378798351,6.182819732445548,High,6.259366564709303,RouteB,0.5860527784069185,No Incident,Off-Peak,121,7.71827505894449
2024-01-01 07:00:00,965,31.796659589703523,20,7,0,Snow,232,2.0879150304066405,2,0,6,1.662359443037007,0,0.5036579914720761,0.6396461382887347,109,Minor Accident,1708,3.991303449931899,0.3883004504341706,4.939752278653993,Medium,27.036764554006375,RouteC,1.4901726014809389,No Incident,Off-Peak,168,6.819541373838822
2024-01-01 08:00:00,311,52.76207557149514,30,8,0,Clear,81,9.592881141200442,1,1,4,1.065024490233632,0,0.1587170271429838,1.3403350399701224,82,,2320,5.09487356703981,0.2941884884631329,14.908629988638788,High,10.587247490133857,RouteA,0.409305094880352,No Incident,Off-Peak,79,23.153291879624565
2024-01-01 09:00:00,3369,25.889169974266068,70,9,0,Rain,103,5.4359144634109,1,1,7,2.5809656080346413,0,0.9950894569627554,1.5322648985817686,34,,2369,3.844987144762848,0.4003925835494154,14.59763331522507,Low,26.19768087533755,RouteA,0.6904891062892659,Minor,Evening Peak,130,24.49248690474216
2024-01-01 10:00:00,3090,40.27075940195039,50,10,0,Clear,153,6.250497961048781,5,0,7,4.1605282103351815,1,0.4071085782396829,1.1167715760349115,106,Minor Accident,2630,3.7179490848809897,0.2706022170613688,13.312478104563862,Low,6.794644373684675,RouteC,0.2835271634618851,No Incident,Off-Peak,138,24.55235013763804
2024-01-01 11:00:00,4953,50.749275140737645,20,11,0,Clear,454,9.96428730177259,2,1,5,0.4905870171736864,0,0.5828960923739955,1.151065877825895,277,,1417,9.380049883419716,0.4246401919823906,14.780374322078318,Low,12.170842513871886,RouteB,1.2227063845373434,No Incident,Morning Peak,109,4.382971239695471
2024-01-01 12:00:00,4693,30.84859951149361,30,12,0,Clear,167,0.7578483165847569,2,1,2,1.481057420736458,1,0.7273752930554376,0.6217321373110081,286,,2119,7.399625238060779,0.4586118283024837,1.473954272182508,Medium,22.499041811861613,RouteC,0.6048684700031565,No Incident,Off-Peak,79,34.249545608071095
2024-01-01 13:00:00,2712,84.76786407535675,10,13,0,Fog,218,9.480452673935348,5,0,3,1.8143127708134992,0,0.0724053188969291,0.4159129385609946,128,,1116,5.458783374565671,0.3222549962423212,8.710331283081157,Medium,6.016055332209881,RouteB,1.7145175735500418,No Incident,Evening Peak,85,11.872825403303706
2024-01-01 14:00:00,3044,42.69568497799958,10,14,0,Rain,349,3.761941610344064,5,0,8,0.9859772708733484,0,0.3636682685250925,0.338094221198986,219,,2121,6.7271788390501985,0.3164344480460299,6.286511042647674,High,7.159141639248481,RouteC,0.8230574498985208,No Incident,Evening Peak,114,29.93216751742322
2024-01-01 15:00:00,2022,68.0369647221037,50,15,0,Clear,473,7.078809589129875,3,1,6,1.2443334219531443,0,0.928070954253256,0.8449781450585161,215,Major Accident,903,1.6992423293172154,0.142502818486216,9.24252323070754,Low,28.95353622217297,RouteB,1.6049145562040037,Major,Off-Peak,170,26.59656725821361
